class   coords1   coords2   coords3   coords4   confidence_value   objectID
0 0.896951 0.791529 0.206098 0.413679 0.448467 8
56 0.752433 0.804558 0.250378 0.331384 0.870263 3
0 0.410157 0.591215 0.28233 0.414727 0.699496 2

0 0.20943 0.498501 0.418861 0.997002 0.867962 1
56 0.420367 0.852985 0.200455 0.29401 0.620211 6
0 0.897935 0.794935 0.20413 0.405449 0.408122 8
56 0.752154 0.810212 0.251604 0.342598 0.83637 3
0 0.410498 0.627952 0.323751 0.491504 0.525783 2

0 0.207696 0.498659 0.415391 0.997317 0.877047 1
56 0.4219 0.854599 0.198852 0.290803 0.650553 6
0 0.894622 0.775875 0.210756 0.444265 0.407069 8
56 0.752052 0.813404 0.247087 0.345354 0.82021 3
0 0.411645 0.61103 0.293469 0.451972 0.622627 2

0 0.185038 0.709264 0.367168 0.57953 0.951989 1
0 0.442572 0.888396 0.169301 0.22201 0.899111 2

0 0.209326 0.498758 0.418651 0.997515 0.871772 1
56 0.426217 0.854623 0.198425 0.290644 0.632467 6
56 0.750407 0.814839 0.245945 0.352462 0.845961 3
0 0.413577 0.597975 0.275292 0.430067 0.556182 2

0 0.20761 0.498288 0.415221 0.996576 0.887315 1
56 0.431543 0.855661 0.196959 0.288449 0.604551 6
56 0.751558 0.817926 0.238808 0.350158 0.820258 3
0 0.41506 0.598161 0.265281 0.419527 0.655936 2

0 0.207487 0.498944 0.414974 0.997888 0.88308 1
56 0.431483 0.853692 0.198986 0.292233 0.586162 6
56 0.749963 0.816428 0.232172 0.348163 0.809388 3
0 0.415757 0.61384 0.282184 0.456088 0.561116 2
0 0.915207 0.552581 0.166946 0.409293 0.662578 9

0 0.207318 0.498621 0.414636 0.997243 0.878798 1
56 0.431638 0.854757 0.19771 0.290005 0.752561 6
56 0.751756 0.816652 0.225512 0.345453 0.81297 3
0 0.414831 0.603392 0.264646 0.431651 0.618256 2
0 0.917648 0.553693 0.164704 0.409351 0.471282 9
0 0.876967 0.684079 0.246066 0.618703 0.570859 8

0 0.206248 0.499104 0.412495 0.998207 0.897447 1
56 0.428279 0.853959 0.198595 0.291239 0.682976 6
56 0.751025 0.814548 0.2198 0.343733 0.798561 3
0 0.413372 0.614926 0.274025 0.454834 0.55034 2
0 0.919498 0.551597 0.161005 0.404922 0.697054 9

0 0.205668 0.499681 0.411337 0.997214 0.878118 1
56 0.426453 0.851368 0.202081 0.296293 0.643321 6
56 0.751513 0.804313 0.206469 0.327129 0.790627 3
0 0.412114 0.623676 0.284503 0.481799 0.489368 2

0 0.203735 0.509689 0.407471 0.977816 0.88516 1
56 0.422423 0.848275 0.205623 0.302558 0.499646 6
56 0.749164 0.814232 0.209931 0.338807 0.744014 3
0 0.411146 0.656416 0.309969 0.539736 0.693956 2

0 0.202041 0.513085 0.404082 0.968855 0.881629 1
56 0.424975 0.852537 0.200597 0.293853 0.667617 6
56 0.749445 0.817864 0.20947 0.344294 0.765373 3
0 0.410318 0.617486 0.265283 0.460622 0.686502 2

0 0.203489 0.514251 0.403308 0.965306 0.881618 1
56 0.419137 0.852944 0.200341 0.293212 0.648266 6
56 0.751347 0.800455 0.190295 0.314846 0.745095 3
0 0.408653 0.597952 0.247547 0.42903 0.628168 2
0 0.892152 0.829077 0.215697 0.337833 0.509042 10

0 0.203879 0.521633 0.399185 0.952946 0.876255 1
56 0.417972 0.854664 0.199337 0.289763 0.579685 6
56 0.75163 0.795888 0.183414 0.305251 0.743553 3
0 0.407293 0.592169 0.238815 0.412002 0.72579 2

0 0.185102 0.708823 0.367729 0.580413 0.951612 1
0 0.443555 0.888687 0.168817 0.221421 0.887292 2

0 0.202429 0.524859 0.397389 0.947466 0.894927 1
56 0.415734 0.853691 0.201102 0.291696 0.529466 6
56 0.749352 0.808813 0.194996 0.330121 0.759978 3
0 0.406099 0.58844 0.23696 0.407115 0.753676 2
0 0.880571 0.793517 0.238858 0.409467 0.5384 10

0 0.199485 0.527951 0.394648 0.940726 0.892081 1
56 0.415694 0.853412 0.202354 0.292333 0.558171 6
56 0.749782 0.804123 0.187811 0.320549 0.730057 3
0 0.405107 0.587653 0.237313 0.406119 0.800343 2
0 0.879008 0.78871 0.241983 0.419977 0.437419 10

0 0.195442 0.530479 0.390884 0.936296 0.898633 1
56 0.418425 0.854916 0.202093 0.289333 0.644216 6
56 0.75059 0.796913 0.177025 0.302817 0.729922 3
0 0.404782 0.58973 0.238097 0.406058 0.712785 2

0 0.194543 0.529024 0.389085 0.937596 0.893331 1
56 0.417855 0.853777 0.204359 0.291456 0.659318 6
56 0.746772 0.812345 0.192156 0.334265 0.699479 3
0 0.405075 0.586661 0.237642 0.40379 0.67101 2

0 0.194774 0.528035 0.389547 0.93956 0.890787 1
56 0.420376 0.854565 0.204798 0.289873 0.733412 6
56 0.749806 0.797287 0.174744 0.304308 0.631471 3
0 0.404941 0.58901 0.239463 0.405748 0.729604 2

0 0.195675 0.523562 0.39135 0.949523 0.903532 1
56 0.416441 0.853779 0.205559 0.291101 0.651832 6
56 0.747673 0.804303 0.1808 0.318766 0.557429 3
0 0.405168 0.589203 0.240396 0.406558 0.812771 2

0 0.196805 0.51866 0.39361 0.958149 0.900007 1
56 0.418368 0.852898 0.207647 0.293015 0.675814 6
56 0.747564 0.798323 0.174046 0.307589 0.710673 3
0 0.405093 0.587676 0.241122 0.406923 0.7518 2

0 0.197185 0.513672 0.394371 0.968488 0.895027 1
56 0.420566 0.853328 0.208226 0.292572 0.724831 6
56 0.747955 0.810148 0.185352 0.332512 0.48062 3
0 0.405792 0.588027 0.240992 0.40613 0.722265 2

0 0.19817 0.509354 0.39634 0.976859 0.88463 1
56 0.421676 0.853083 0.208964 0.292816 0.69962 6
56 0.747455 0.801769 0.175084 0.315013 0.707056 3
0 0.406926 0.588272 0.241061 0.406307 0.807803 2

0 0.198544 0.504738 0.397088 0.985711 0.879949 1
56 0.422299 0.852292 0.210345 0.294445 0.697109 6
56 0.746834 0.80348 0.174555 0.315975 0.6037 3
0 0.407884 0.588227 0.242616 0.409767 0.818264 2

0 0.184877 0.709424 0.367008 0.579205 0.952879 1
0 0.445087 0.889526 0.167715 0.219683 0.876612 2

0 0.19778 0.503602 0.395559 0.988177 0.890696 1
56 0.423609 0.852843 0.210279 0.293561 0.687065 6
56 0.747715 0.793847 0.164644 0.296816 0.62146 3
0 0.408785 0.589429 0.242349 0.410031 0.807891 2

0 0.196748 0.504265 0.393495 0.986779 0.885837 1
56 0.422498 0.851941 0.211454 0.29533 0.670201 6
56 0.748134 0.79328 0.163629 0.295058 0.690742 3
0 0.409575 0.589506 0.240182 0.407028 0.807105 2

0 0.196519 0.503563 0.393038 0.98675 0.886188 1
56 0.421876 0.8508 0.212489 0.297439 0.758578 6
56 0.747565 0.783824 0.154588 0.276384 0.760211 3
0 0.409517 0.587714 0.240726 0.409451 0.684995 2

0 0.186732 0.503941 0.373464 0.987453 0.895638 1
0 0.384528 0.654951 0.304739 0.535808 0.8343 2

0 0.166677 0.510312 0.333355 0.9776 0.878918 1
0 0.326121 0.673551 0.323049 0.585125 0.837575 2

0 0.139596 0.507533 0.279193 0.980816 0.784119 1
0 0.247182 0.681825 0.328749 0.609183 0.679591 2

0 0.164315 0.687062 0.328629 0.625876 0.774705 2
0 0.802132 0.557182 0.269341 0.406887 0.65107 10

0 0.147073 0.684655 0.294147 0.63069 0.569478 2
0 0.769306 0.556165 0.277154 0.413855 0.542058 10

0 0.874955 0.679705 0.250091 0.613893 0.865799 8

56 0.640031 0.88285 0.350524 0.233394 0.646425 11
0 0.549257 0.678463 0.450929 0.638477 0.724748 12
0 0.871021 0.686576 0.257957 0.616257 0.882747 8

0 0.184676 0.709184 0.36729 0.579703 0.95126 1
0 0.444826 0.890712 0.166166 0.217117 0.872372 2

0 0.508473 0.677523 0.454502 0.64391 0.602826 12
0 0.837289 0.689092 0.268171 0.617959 0.87384 8

0 0.483216 0.672827 0.453724 0.643658 0.909897 12
0 0.8067 0.688731 0.266506 0.62224 0.915104 8
56 0.56883 0.876379 0.369116 0.246101 0.727177 11

0 0.461895 0.678245 0.449408 0.637914 0.821695 12
0 0.783795 0.692043 0.260227 0.614418 0.870733 8
56 0.544169 0.881952 0.352603 0.234914 0.722975 11

0 0.451895 0.672901 0.451466 0.642483 0.886408 12
0 0.766927 0.688149 0.260036 0.622097 0.869419 8
56 0.531398 0.87639 0.368668 0.246042 0.753329 11

0 0.448105 0.677881 0.445384 0.634708 0.866077 12
0 0.759347 0.693186 0.25259 0.612318 0.859443 8
56 0.527825 0.881008 0.355234 0.236857 0.782112 11
56 0.192381 0.822556 0.161252 0.347658 0.764833 13
56 0.753132 0.865964 0.141997 0.261943 0.609332 3

0 0.448888 0.675702 0.447935 0.640095 0.89018 12
0 0.757475 0.690207 0.252339 0.617915 0.875726 8
56 0.528074 0.878212 0.363117 0.242592 0.815056 11
56 0.191979 0.820375 0.163757 0.35287 0.735996 13
56 0.753861 0.867842 0.139494 0.264316 0.652764 3

0 0.449997 0.677668 0.445295 0.637678 0.875572 12
0 0.757077 0.691305 0.249596 0.615845 0.881282 8
56 0.529014 0.879107 0.359943 0.240662 0.788967 11
56 0.193534 0.821065 0.16294 0.350777 0.798932 13
56 0.75801 0.875658 0.12862 0.248685 0.478722 3

0 0.451138 0.678049 0.443235 0.63597 0.890849 12
0 0.756935 0.69245 0.246368 0.612031 0.868626 8
56 0.530459 0.880025 0.357176 0.238841 0.768965 11
56 0.192386 0.821417 0.162669 0.349522 0.779626 13
56 0.787196 0.844306 0.163956 0.311387 0.653184 3

0 0.451821 0.67714 0.443703 0.638257 0.878703 12
0 0.756179 0.692393 0.244079 0.611565 0.852808 8
56 0.532005 0.879548 0.358307 0.239786 0.795724 11
56 0.195206 0.819757 0.162734 0.349499 0.671827 13
56 0.797618 0.832554 0.178466 0.334892 0.598463 3

0 0.452004 0.678011 0.440826 0.634994 0.853856 12
0 0.75768 0.692763 0.242458 0.610923 0.888684 8
56 0.53204 0.880598 0.355042 0.237671 0.806141 11
56 0.1924 0.821177 0.162761 0.348367 0.766761 13
56 0.805693 0.82908 0.186082 0.34184 0.667834 3

0 0.184428 0.709509 0.366853 0.579034 0.951049 1
0 0.445107 0.892499 0.164127 0.213503 0.874975 2

0 0.453114 0.677541 0.440972 0.636712 0.875641 12
0 0.759527 0.693083 0.240541 0.61269 0.85384 8
56 0.532211 0.879675 0.357355 0.23953 0.784486 11
56 0.194692 0.820279 0.162629 0.347931 0.557722 13
56 0.807792 0.825522 0.191915 0.348956 0.692113 3

0 0.453964 0.67801 0.440128 0.636715 0.88306 12
0 0.759438 0.693783 0.238612 0.612392 0.848731 8
56 0.532609 0.879968 0.356284 0.238968 0.776063 11
56 0.194507 0.822044 0.163405 0.349132 0.802917 13
56 0.805655 0.824525 0.194426 0.350951 0.632541 3

0 0.454348 0.678236 0.43913 0.63657 0.89089 12
0 0.758991 0.693816 0.2365 0.611993 0.863172 8
56 0.533271 0.879693 0.356677 0.239501 0.795602 11
56 0.193842 0.821157 0.164363 0.350431 0.760038 13
56 0.806314 0.825219 0.195205 0.349562 0.595606 3

0 0.454549 0.678413 0.438447 0.636762 0.853616 12
0 0.758937 0.693975 0.234879 0.611536 0.869814 8
56 0.53357 0.879638 0.356466 0.239602 0.768845 11
56 0.194097 0.821102 0.164472 0.350494 0.753312 13
56 0.807529 0.825901 0.195846 0.348199 0.625832 3

0 0.454464 0.678421 0.437852 0.637049 0.883211 12
0 0.758868 0.693071 0.234303 0.611443 0.856268 8
56 0.53375 0.879258 0.357295 0.240357 0.795394 11
56 0.197779 0.802289 0.148727 0.312938 0.532441 13
56 0.810274 0.825454 0.198424 0.349092 0.443186 3

0 0.455171 0.677924 0.436912 0.636661 0.883395 12
0 0.758825 0.693617 0.233187 0.612105 0.859562 8
56 0.53477 0.879394 0.356623 0.240097 0.732062 11
56 0.195404 0.814731 0.159692 0.335656 0.760689 13
56 0.801706 0.82477 0.200739 0.35046 0.517333 3

0 0.454259 0.678506 0.435399 0.634946 0.874734 12
0 0.759754 0.694408 0.230898 0.609865 0.876199 8
56 0.535065 0.879743 0.355415 0.239339 0.75755 11
56 0.193234 0.819754 0.16412 0.344549 0.777534 13
56 0.803963 0.826228 0.200232 0.347544 0.533298 3

0 0.455122 0.677998 0.436392 0.63735 0.888787 12
0 0.76016 0.693387 0.230203 0.611825 0.838342 8
56 0.535351 0.878955 0.35744 0.240919 0.766452 11
56 0.195483 0.81984 0.164804 0.346047 0.721251 13
56 0.802837 0.824808 0.202807 0.350383 0.519804 3

0 0.45547 0.677733 0.435415 0.636448 0.889085 12
0 0.761526 0.69395 0.229161 0.611252 0.851447 8
56 0.535107 0.879138 0.35652 0.24055 0.734469 11
56 0.194579 0.821201 0.165901 0.347903 0.760963 13
56 0.796391 0.824864 0.204179 0.350273 0.520919 3

0 0.455613 0.678653 0.434345 0.635542 0.878752 12
0 0.76503 0.694693 0.229062 0.610469 0.840932 8
56 0.535311 0.879732 0.354813 0.23936 0.755135 11
56 0.194481 0.821608 0.165865 0.34792 0.613019 13
56 0.79994 0.826104 0.202577 0.347791 0.430804 3

